open_time,open,high,low,close,close_time,volume,signal,stop_loss,fill_status
2025-06-20 06:07:00,104450.0,104715.1,104443.2,104547.1,2025-06-20 06:07:59.999000,583.356,,,
2025-06-20 06:08:00,104549.6,104566.1,104502.5,104516.1,2025-06-20 06:08:59.999000,7.71,,,
2025-06-20 06:09:00,104516.1,104526.0,104486.5,104499.4,2025-06-20 06:09:59.999000,7.993,,,
2025-06-20 06:10:00,104499.5,104543.7,104492.4,104525.2,2025-06-20 06:10:59.999000,13.567,,,
2025-06-20 06:11:00,104520.4,104524.6,104495.3,104499.1,2025-06-20 06:11:59.999000,6.993,,,
2025-06-20 06:12:00,104498.6,104501.3,104454.8,104461.3,2025-06-20 06:12:59.999000,6.504,,,
2025-06-20 06:13:00,104461.3,104484.1,104445.8,104484.0,2025-06-20 06:13:59.999000,11.216,,,
2025-06-20 06:14:00,104484.0,104494.9,104480.2,104492.6,2025-06-20 06:14:59.999000,5.508,,,
2025-06-20 06:15:00,104492.6,104501.7,104490.0,104491.8,2025-06-20 06:15:59.999000,3.787,,,
2025-06-20 06:16:00,104491.8,104519.5,104487.0,104519.5,2025-06-20 06:16:59.999000,7.563,,,
2025-06-20 06:17:00,104514.7,104536.7,104514.7,104536.7,2025-06-20 06:17:59.999000,3.485,,,
2025-06-20 06:18:00,104536.2,104548.3,104536.1,104536.1,2025-06-20 06:18:59.999000,3.068,,,
2025-06-20 06:19:00,104536.2,104539.3,104536.1,104537.9,2025-06-20 06:19:59.999000,0.801,,,
2025-06-20 06:20:00,104547.3,104569.5,104475.6,104475.6,2025-06-20 06:20:59.999000,11.057,,,
2025-06-20 06:21:00,104495.9,104495.9,104424.8,104424.8,2025-06-20 06:21:59.999000,10.276,,,
2025-06-20 06:22:00,104424.0,104473.2,104421.5,104468.1,2025-06-20 06:22:59.999000,7.983,,,
2025-06-20 06:23:00,104473.0,104493.6,104468.1,104493.6,2025-06-20 06:23:59.999000,0.813,,,
2025-06-20 06:24:00,104493.6,104500.2,104437.2,104440.2,2025-06-20 06:24:59.999000,23.137,,,
2025-06-20 06:25:00,104434.5,104473.8,104434.0,104473.3,2025-06-20 06:25:59.999000,2.88,,,
2025-06-20 06:26:00,104473.3,104485.5,104459.4,104480.9,2025-06-20 06:26:59.999000,7.059,,,
2025-06-20 06:27:00,104476.0,104480.5,104459.6,104467.9,2025-06-20 06:27:59.999000,12.732,,,
2025-06-20 06:28:00,104467.6,104474.4,104467.6,104470.1,2025-06-20 06:28:59.999000,3.918,,,
2025-06-20 06:29:00,104470.1,104470.1,104464.1,104464.1,2025-06-20 06:29:59.999000,0.995,,,
2025-06-20 06:30:00,104463.6,104486.1,104463.6,104472.5,2025-06-20 06:30:59.999000,3.313,,,
2025-06-20 06:31:00,104472.4,104481.9,104470.3,104481.9,2025-06-20 06:31:59.999000,1.314,,,
2025-06-20 06:32:00,104481.9,104513.8,104481.3,104513.8,2025-06-20 06:32:59.999000,6.582,,,
2025-06-20 06:33:00,104513.5,104562.6,104511.8,104562.4,2025-06-20 06:33:59.999000,10.27,,,
2025-06-20 06:34:00,104562.5,104562.5,104558.9,104558.9,2025-06-20 06:34:59.999000,0.298,,,
2025-06-20 06:35:00,104559.9,104577.7,104551.7,104577.6,2025-06-20 06:35:59.999000,4.722,,,
2025-06-20 06:36:00,104577.7,104709.1,104572.8,104638.8,2025-06-20 06:36:59.999000,17.199,,,
2025-06-20 06:37:00,104638.8,104792.5,104638.8,104664.5,2025-06-20 06:37:59.999000,23.852,,,
2025-06-20 06:38:00,104664.6,104664.6,104640.0,104662.6,2025-06-20 06:38:59.999000,6.282,,,
2025-06-20 06:39:00,104662.6,104662.8,104622.6,104622.7,2025-06-20 06:39:59.999000,6.757,,,
2025-06-20 06:40:00,104625.2,104637.5,104612.2,104635.8,2025-06-20 06:40:59.999000,4.526,,,
2025-06-20 06:41:00,104635.8,104657.9,104635.8,104657.9,2025-06-20 06:41:59.999000,0.835,,,
2025-06-20 06:42:00,104657.9,104677.0,104657.8,104676.4,2025-06-20 06:42:59.999000,8.445,,,
2025-06-20 06:43:00,104664.6,104675.9,104664.5,104675.8,2025-06-20 06:43:59.999000,3.599,,,
2025-06-20 06:44:00,104675.9,104676.5,104618.2,104618.2,2025-06-20 06:44:59.999000,5.455,,,
2025-06-20 06:45:00,104618.3,104650.7,104618.2,104623.1,2025-06-20 06:45:59.999000,0.5,,,
2025-06-20 06:46:00,104623.6,104633.3,104623.6,104633.3,2025-06-20 06:46:59.999000,4.561,,,
2025-06-20 06:47:00,104633.3,104676.5,104632.6,104676.5,2025-06-20 06:47:59.999000,6.143,,,
2025-06-20 06:48:00,104676.5,104676.5,104667.8,104676.5,2025-06-20 06:48:59.999000,4.684,,,
2025-06-20 06:49:00,104676.5,104717.0,104661.6,104703.6,2025-06-20 06:49:59.999000,4.579,,,
2025-06-20 06:50:00,104703.6,104706.4,104655.1,104655.1,2025-06-20 06:50:59.999000,6.035,,,
2025-06-20 06:51:00,104653.7,104671.5,104635.7,104635.7,2025-06-20 06:51:59.999000,0.264,,,
2025-06-20 06:52:00,104636.7,104645.0,104616.0,104617.3,2025-06-20 06:52:59.999000,1.549,,,
2025-06-20 06:53:00,104615.9,104616.0,104607.0,104609.0,2025-06-20 06:53:59.999000,0.833,,,
2025-06-20 06:54:00,104609.0,104609.2,104563.0,104565.2,2025-06-20 06:54:59.999000,9.704,,,
2025-06-20 06:55:00,104565.2,104565.2,104554.5,104554.5,2025-06-20 06:55:59.999000,2.91,,,
2025-06-20 06:56:00,104561.3,104590.2,104561.2,104575.3,2025-06-20 06:56:59.999000,3.371,,,
2025-06-20 06:57:00,104575.5,104576.2,104548.4,104555.0,2025-06-20 06:57:59.999000,4.968,,,
2025-06-20 06:58:00,104555.8,104572.0,104553.9,104557.7,2025-06-20 06:58:59.999000,2.985,,,
2025-06-20 06:59:00,104555.6,104555.6,104544.7,104544.8,2025-06-20 06:59:59.999000,2.966,,,
2025-06-20 07:00:00,104546.8,104551.4,104532.0,104538.3,2025-06-20 07:00:59.999000,6.641,,,
2025-06-20 07:01:00,104533.0,104533.0,104504.2,104511.2,2025-06-20 07:01:59.999000,5.341,,,
2025-06-20 07:02:00,104504.7,104516.4,104500.0,104506.5,2025-06-20 07:02:59.999000,1.903,,,
2025-06-20 07:03:00,104500.1,104501.0,104500.0,104500.0,2025-06-20 07:03:59.999000,4.358,,,
2025-06-20 07:04:00,104500.0,104511.0,104449.0,104449.0,2025-06-20 07:04:59.999000,4.093,,,
2025-06-20 07:05:00,104448.8,104449.1,104448.7,104448.7,2025-06-20 07:05:59.999000,2.421,,,
2025-06-20 07:06:00,104448.7,104464.4,104448.7,104450.2,2025-06-20 07:06:59.999000,1.199,,,
2025-06-20 06:35:00,104559.9,104577.7,104551.7,104577.6,2025-06-20 06:35:59.999000,4.722,,,
2025-06-20 06:36:00,104577.7,104709.1,104572.8,104638.8,2025-06-20 06:36:59.999000,17.199,,,
2025-06-20 06:37:00,104638.8,104792.5,104638.8,104664.5,2025-06-20 06:37:59.999000,23.852,,,
2025-06-20 06:38:00,104664.6,104664.6,104640.0,104662.6,2025-06-20 06:38:59.999000,6.282,,,
2025-06-20 06:39:00,104662.6,104662.8,104622.6,104622.7,2025-06-20 06:39:59.999000,6.757,,,
2025-06-20 06:40:00,104625.2,104637.5,104612.2,104635.8,2025-06-20 06:40:59.999000,4.526,,,
2025-06-20 06:41:00,104635.8,104657.9,104635.8,104657.9,2025-06-20 06:41:59.999000,0.835,,,
2025-06-20 06:42:00,104657.9,104677.0,104657.8,104676.4,2025-06-20 06:42:59.999000,8.445,,,
2025-06-20 06:43:00,104664.6,104675.9,104664.5,104675.8,2025-06-20 06:43:59.999000,3.599,,,
2025-06-20 06:44:00,104675.9,104676.5,104618.2,104618.2,2025-06-20 06:44:59.999000,5.455,,,
2025-06-20 06:45:00,104618.3,104650.7,104618.2,104623.1,2025-06-20 06:45:59.999000,0.5,,,
2025-06-20 06:46:00,104623.6,104633.3,104623.6,104633.3,2025-06-20 06:46:59.999000,4.561,,,
2025-06-20 06:47:00,104633.3,104676.5,104632.6,104676.5,2025-06-20 06:47:59.999000,6.143,,,
2025-06-20 06:48:00,104676.5,104676.5,104667.8,104676.5,2025-06-20 06:48:59.999000,4.684,,,
2025-06-20 06:49:00,104676.5,104717.0,104661.6,104703.6,2025-06-20 06:49:59.999000,4.579,,,
2025-06-20 06:50:00,104703.6,104706.4,104655.1,104655.1,2025-06-20 06:50:59.999000,6.035,,,
2025-06-20 06:51:00,104653.7,104671.5,104635.7,104635.7,2025-06-20 06:51:59.999000,0.264,,,
2025-06-20 06:52:00,104636.7,104645.0,104616.0,104617.3,2025-06-20 06:52:59.999000,1.549,,,
2025-06-20 06:53:00,104615.9,104616.0,104607.0,104609.0,2025-06-20 06:53:59.999000,0.833,,,
2025-06-20 06:54:00,104609.0,104609.2,104563.0,104565.2,2025-06-20 06:54:59.999000,9.704,,,
2025-06-20 06:55:00,104565.2,104565.2,104554.5,104554.5,2025-06-20 06:55:59.999000,2.91,,,
